"","censusdate","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3"
"202",1978-08-04,8,4,1978,"exclosure",19,54,"PM","F","Z",NA,NA,NA,NA,NA,NA,NA,21,"1517",NA,"0",NA
"203",1978-08-04,8,4,1978,"control",11,56,"DM","F",NA,NA,NA,NA,NA,NA,"L",35,43,"4479",NA,"0",NA
"204",1978-08-04,8,4,1978,"exclosure",21,61,"PP","M","Z",NA,NA,NA,NA,NA,NA,19,14,"8100",NA,"0",NA
"205",1978-08-04,8,4,1978,"control",11,67,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,36,"1423",NA,"0",NA
"206",1978-08-04,8,4,1978,"exclosure",19,67,"PM","M","Z",NA,NA,NA,NA,NA,NA,20,19,"-1",NA,"1504",NA
"207",1978-08-04,8,4,1978,"exclosure",21,71,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,20,"1464",NA,"0",NA
"208",1978-08-04,8,4,1978,"control",11,76,"DS","F","Z",NA,NA,NA,NA,NA,NA,52,108,"4421",NA,"0",NA
"209",1978-08-04,8,4,1978,"exclosure",19,76,"OT","M",NA,"J",NA,NA,NA,NA,NA,19,12,"1523",NA,"0",NA
"210",1978-08-04,8,4,1978,"control",17,77,NA,"F",NA,NA,NA,NA,"P",NA,NA,32,149,"1497",NA,"0",NA
"211",1978-08-04,8,5,1978,"removal",16,11,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,48,"1449",NA,"1462",NA
"212",1978-08-04,8,5,1978,"control",4,15,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,35,"1456",NA,"0",NA
"213",1978-08-04,8,5,1978,"control",4,17,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,34,"1508",NA,"0",NA
"214",1978-08-04,8,5,1978,"control",14,25,"DS","F","Z",NA,NA,NA,NA,NA,NA,49,123,"4540",NA,"4677",NA
"215",1978-08-04,8,5,1978,"control",4,42,"DS","M","Z",NA,NA,NA,NA,NA,NA,48,96,"1401",NA,"0",NA
"216",1978-08-04,8,5,1978,"exclosure",15,43,NA,"F","Z",NA,NA,NA,NA,NA,NA,31,196,"4487",NA,"0",NA
"217",1978-08-04,8,5,1978,"removal",16,55,"OL","M","Z",NA,NA,NA,NA,NA,NA,22,NA,"1528",NA,"0",NA
"218",1978-08-04,8,5,1978,"control",14,57,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,36,"1486",NA,"0",NA
"219",1978-08-04,8,5,1978,"removal",16,57,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,49,"1419",NA,"0",NA
"220",1978-08-04,8,5,1978,"control",4,61,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,83,"1440",NA,"1439",NA
"221",1978-08-04,8,5,1978,"exclosure",15,63,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,14,"110",NA,"0",NA
"222",1978-08-04,8,5,1978,"control",14,65,"DM","F",NA,NA,NA,NA,NA,"R",NA,36,43,"4426",NA,"0",NA
"223",1978-08-04,8,5,1978,"control",4,66,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,82,"1455",NA,"0",NA
"224",1978-08-04,8,5,1978,"removal",16,66,"OL","F","Z",NA,NA,NA,NA,NA,NA,NA,33,"4686",NA,"0",NA
"225",1978-08-04,8,5,1978,"control",4,71,"DS","F","Z",NA,NA,NA,NA,NA,NA,50,119,"4886",NA,"0",NA
"226",1978-09-03,9,3,1978,"control",11,12,"DM","M","Z",NA,NA,NA,NA,NA,NA,34,NA,"1519",NA,"0",NA
"227",1978-09-03,9,3,1978,"control",17,12,"OL","F","Z",NA,NA,NA,NA,NA,NA,21,33,"4485",NA,"1543",NA
"228",1978-09-03,9,3,1978,"control",17,16,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,46,"1445",NA,"0",NA
"229",1978-09-03,9,3,1978,"control",11,22,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,126,"4388",NA,"0",NA
"230",1978-09-03,9,3,1978,"control",11,23,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,45,"4882",NA,"0",NA
"231",1978-09-03,9,3,1978,"control",11,27,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,30,"1522",NA,"0",NA
"232",1978-09-03,9,3,1978,"control",17,32,"DS","F","Z",NA,NA,NA,NA,NA,NA,51,122,"4880",NA,"0",NA
"233",1978-09-03,9,3,1978,"exclosure",21,33,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,7,"6110",NA,"0",NA
"234",1978-09-03,9,3,1978,"control",17,34,"DM","M",NA,NA,"R",NA,NA,NA,NA,39,52,"1450",NA,"0",NA
"235",1978-09-03,9,3,1978,"control",17,36,"DM","M",NA,NA,"R",NA,NA,NA,NA,39,49,"4854",NA,"0",NA
"236",1978-09-03,9,3,1978,"control",11,43,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,14,"7110",NA,"0",NA
"237",1978-09-03,9,3,1978,"control",11,45,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,24,"1541",NA,"0",NA
"238",1978-09-03,9,3,1978,"control",17,52,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,136,"4645",NA,"0",NA
"239",1978-09-03,9,3,1978,"control",17,53,"DM","F",NA,NA,NA,NA,NA,NA,NA,34,44,"4881",NA,"0",NA
"240",1978-09-03,9,3,1978,"control",11,55,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,13,"7100",NA,"0",NA
"241",1978-09-03,9,3,1978,"exclosure",19,56,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,6,"5000",NA,"0",NA
"242",1978-09-03,9,3,1978,"exclosure",21,62,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,24,"1464",NA,"0",NA
"243",1978-09-03,9,3,1978,"control",11,64,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,20,"1545",NA,"0",NA
"244",1978-09-03,9,3,1978,"exclosure",21,65,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,15,"8100",NA,"0",NA
"245",1978-09-03,9,3,1978,"control",17,67,"OT","M",NA,"J",NA,NA,NA,NA,NA,NA,NA,"1542",NA,"0",NA
"246",1978-09-03,9,3,1978,"exclosure",19,71,"PE","F",NA,"J",NA,NA,NA,NA,NA,20,13,"1538",NA,"0",NA
"247",1978-09-03,9,3,1978,"control",11,73,"DS","F","Z",NA,NA,NA,NA,NA,NA,52,110,"4421",NA,"0",NA
"248",1978-09-03,9,3,1978,"control",11,74,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,41,"1423",NA,"0",NA
"249",1978-09-03,9,4,1978,"exclosure",3,12,NA,"F","Z",NA,NA,NA,NA,NA,NA,34,141,"1452",NA,"0",NA
"250",1978-09-03,9,4,1978,"control",14,13,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,40,"1476",NA,"0",NA
"251",1978-09-03,9,4,1978,"control",4,21,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,39,"1456",NA,"0",NA
"252",1978-09-03,9,4,1978,"exclosure",3,22,"OT","M","Z",NA,NA,NA,NA,NA,NA,21,27,"1532",NA,"0",NA
"253",1978-09-03,9,4,1978,"exclosure",3,23,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,13,"6010",NA,"0",NA
"254",1978-09-03,9,4,1978,"control",14,23,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,47,"4380",NA,"0",NA
"255",1978-09-03,9,4,1978,"exclosure",15,32,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,15,"110",NA,"0",NA
"256",1978-09-03,9,4,1978,"exclosure",15,33,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,6,"5110",NA,"0",NA
"257",1978-09-03,9,4,1978,"control",4,35,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,118,"1401",NA,"0",NA
"258",1978-09-03,9,4,1978,"control",14,44,"DS","F","Z",NA,NA,NA,NA,NA,NA,50,NA,"4540",NA,"0",NA
"259",1978-09-03,9,4,1978,"exclosure",3,47,"PF","F","Z",NA,NA,NA,NA,NA,NA,17,7,"5010",NA,"0",NA
"260",1978-09-03,9,4,1978,"exclosure",3,53,"DM","M","Z",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"261",1978-09-03,9,4,1978,"control",4,55,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,6,"5110",NA,"0",NA
"262",1978-09-03,9,4,1978,"control",14,57,NA,"M","Z",NA,NA,NA,NA,NA,NA,32,118,"1552",NA,"0",NA
"263",1978-09-03,9,4,1978,"exclosure",3,61,"OT","F",NA,NA,NA,NA,"P",NA,NA,20,28,"1521",NA,"0",NA
"264",1978-09-03,9,4,1978,"control",14,64,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,47,"4426",NA,"0",NA
"265",1978-09-03,9,4,1978,"control",4,67,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,77,"1455",NA,"0",NA
"266",1978-09-03,9,4,1978,"control",4,73,"DS","F","Z",NA,NA,NA,NA,NA,NA,52,125,"4886",NA,"0",NA
"267",1978-09-03,9,4,1978,"control",4,76,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,37,"1508",NA,"0",NA
"268",1978-10-06,10,7,1978,"control",11,13,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,45,"4882",NA,"0",NA
"269",1978-10-06,10,7,1978,"control",17,13,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,30,"1559",NA,"0",NA
"270",1978-10-06,10,7,1978,"control",11,15,"DS","M","Z",NA,NA,NA,NA,NA,NA,50,108,"4388",NA,"0",NA
"271",1978-10-06,10,7,1978,"exclosure",21,16,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,30,"1464",NA,"0",NA
"272",1978-10-06,10,7,1978,"control",11,17,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,45,"4389",NA,"1578",NA
"273",1978-10-06,10,7,1978,"control",11,23,"PP","F",NA,NA,NA,NA,"P",NA,NA,21,15,"7110",NA,"0",NA
"274",1978-10-06,10,7,1978,"control",11,35,"DO","M","Z",NA,NA,NA,NA,NA,NA,34,45,"1577",NA,"0",NA
"275",1978-10-06,10,7,1978,"control",17,37,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,41,"4881",NA,"1501",NA
"276",1978-10-06,10,7,1978,"control",17,41,"DS","M",NA,NA,"S",NA,NA,NA,NA,52,134,"4645",NA,"0",NA
"277",1978-10-06,10,7,1978,"control",17,52,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,42,"4879",NA,"4648",NA
"278",1978-10-06,10,7,1978,"control",17,53,"DS","F","Z",NA,NA,NA,NA,NA,NA,50,121,"4880",NA,"0",NA
"279",1978-10-06,10,7,1978,"control",17,63,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,48,"1450",NA,"0",NA
"280",1978-10-06,10,7,1978,"control",11,66,"DS","F","Z",NA,NA,NA,NA,NA,NA,49,118,"1582",NA,"1589",NA
"281",1978-10-06,10,7,1978,"control",11,73,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,6,"4",NA,"0",NA
"282",1978-10-06,10,7,1978,"control",11,75,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,38,"1423",NA,"0",NA
"283",1978-10-06,10,7,1978,"control",11,77,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,41,"1599",NA,"0",NA
"284",1978-10-06,10,8,1978,"exclosure",3,11,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,NA,"6010",NA,"0",NA
"285",1978-10-06,10,8,1978,"control",4,13,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,36,"1508",NA,"0",NA
"286",1978-10-06,10,8,1978,"control",14,16,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,37,"1476",NA,"0",NA
"287",1978-10-06,10,8,1978,"exclosure",3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"288",1978-10-06,10,8,1978,"control",14,34,"DS","F","Z",NA,NA,NA,NA,NA,NA,50,121,"4540",NA,"0",NA
"289",1978-10-06,10,8,1978,"exclosure",3,35,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,NA,"114",NA,"0",NA
"290",1978-10-06,10,8,1978,"exclosure",15,42,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"110",NA,"0",NA
"291",1978-10-06,10,8,1978,"control",4,44,"DS","M","Z",NA,NA,NA,NA,NA,NA,53,115,"1401",NA,"0",NA
"292",1978-10-06,10,8,1978,"control",14,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"293",1978-10-06,10,8,1978,"control",14,56,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,45,"4380",NA,"0",NA
"294",1978-10-06,10,8,1978,"exclosure",3,61,"PF","F","Z",NA,NA,NA,NA,NA,NA,16,6,"104",NA,"0",NA
"295",1978-10-06,10,8,1978,"exclosure",15,67,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,7,"13",NA,"0",NA
"296",1978-10-06,10,8,1978,"control",4,71,"DS","F","Z",NA,NA,NA,NA,NA,NA,51,120,"4886",NA,"0",NA
"297",1978-10-06,10,8,1978,"exclosure",19,NA,"PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"0",NA,"0",NA
"298",1978-11-04,11,4,1978,"control",11,11,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,37,"1442",NA,"0",NA
"299",1978-11-04,11,4,1978,"control",17,11,"DS","F","Z",NA,NA,NA,NA,NA,NA,50,120,"4880",NA,"0",NA
"300",1978-11-04,11,4,1978,"exclosure",19,14,"PF","M","Z",NA,NA,NA,NA,NA,NA,15,6,"-1",NA,"0",NA
"301",1978-11-04,11,4,1978,"control",11,25,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,23,"1596",NA,"0",NA
"302",1978-11-04,11,4,1978,"control",17,36,"DM","F","Z",NA,NA,NA,NA,NA,NA,33,40,"4881",NA,"0",NA
"303",1978-11-04,11,4,1978,"control",11,37,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,33,"1559",NA,"0",NA
"304",1978-11-04,11,4,1978,"control",17,52,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,137,"4645",NA,"0",NA
"305",1978-11-04,11,4,1978,"exclosure",19,57,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,21,"-1",NA,"0",NA
"306",1978-11-04,11,4,1978,"control",17,65,"DO","F","Z",NA,NA,NA,NA,NA,NA,31,45,"4423",NA,"0",NA
"307",1978-11-04,11,4,1978,"control",11,66,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,45,"1566",NA,"0",NA
"308",1978-11-04,11,4,1978,"exclosure",21,66,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,6,"2",NA,"0",NA
"309",1978-11-04,11,4,1978,"control",11,75,"OL","F","Z",NA,NA,NA,NA,NA,NA,20,28,"1565",NA,"0",NA
"310",1978-11-04,11,4,1978,"control",17,75,"DM","M","Z",NA,NA,NA,NA,NA,NA,39,49,"1450",NA,"0",NA
"311",1978-11-04,11,4,1978,"control",11,77,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,39,"1423",NA,"0",NA
"312",1978-11-04,11,4,1978,"control",17,77,"SH","M","Z",NA,NA,NA,NA,NA,NA,29,89,"1567",NA,"0",NA
"313",1978-11-04,11,5,1978,"control",4,13,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,36,"1508",NA,"0",NA
"314",1978-11-04,11,5,1978,"control",14,32,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,45,"4380",NA,"0",NA
"315",1978-11-04,11,5,1978,"control",4,37,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,111,"1580",NA,"1581",NA
"316",1978-11-04,11,5,1978,"control",4,51,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,38,"4641",NA,"0",NA
"317",1978-11-04,11,5,1978,"control",4,56,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,22,"1560",NA,"0",NA
"318",1978-11-04,11,5,1978,"control",14,63,"DS","F","Z",NA,NA,NA,NA,NA,NA,46,121,"4540",NA,"4677",NA
"319",1978-11-04,11,5,1978,"control",14,65,NA,"M","Z",NA,NA,NA,NA,NA,NA,32,153,"1552",NA,"0",NA
"320",1978-11-04,11,5,1978,"control",14,67,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,43,"4426",NA,"0",NA
"321",1978-11-04,11,5,1978,"control",4,77,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,28,"1541",NA,"0",NA
"322",1978-12-02,12,2,1978,"control",17,11,"OL","F","Z",NA,NA,NA,NA,NA,NA,21,28,"1565",NA,"0",NA
"323",1978-12-02,12,2,1978,"exclosure",19,12,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,8,"1620",NA,"0",NA
"324",1978-12-02,12,2,1978,"control",11,15,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,37,"1442",NA,"0",NA
"325",1978-12-02,12,2,1978,"control",17,16,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,40,"4881",NA,"0",NA
"326",1978-12-02,12,2,1978,"control",11,17,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,44,"4389",NA,"0",NA
"327",1978-12-02,12,2,1978,"control",17,23,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,119,"4880",NA,"0",NA
"328",1978-12-02,12,2,1978,"control",11,26,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,25,"1610",NA,"0",NA
"329",1978-12-02,12,2,1978,"exclosure",21,26,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,7,"1643",NA,"0",NA
"330",1978-12-02,12,2,1978,"control",11,44,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,46,"1566",NA,"0",NA
"331",1978-12-02,12,2,1978,"control",17,57,"DO","F","Z",NA,NA,NA,NA,NA,NA,33,44,"4423",NA,"0",NA
"332",1978-12-02,12,2,1978,"control",17,71,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,NA,"1464",NA,"0",NA
"333",1978-12-02,12,2,1978,"control",11,74,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,38,"1423",NA,"0",NA
"334",1978-12-02,12,2,1978,"control",17,77,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,32,"1559",NA,"0",NA
"335",1978-12-02,12,3,1978,"control",14,14,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,120,"4540",NA,"0",NA
"336",1978-12-02,12,3,1978,"control",14,55,NA,"M",NA,NA,"S",NA,NA,NA,NA,NA,169,"1552",NA,"0",NA
"337",1978-12-02,12,3,1978,"control",4,57,"DS","M",NA,NA,"S",NA,NA,NA,NA,51,118,"1580",NA,"0",NA
"338",1978-12-02,12,3,1978,"exclosure",3,61,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,23,"1640",NA,"0",NA
"339",1978-12-02,12,3,1978,"control",14,65,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,45,"1380",NA,"0",NA
"340",1978-12-02,12,3,1978,"exclosure",3,71,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,28,"1541",NA,"0",NA
"341",1978-12-02,12,3,1978,"removal",16,NA,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,45,"4529",NA,"0",NA
"342",1979-01-28,1,28,1979,"control",11,21,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,37,"-1",NA,"0",NA
"343",1979-01-28,1,28,1979,"control",17,23,"DM","F",NA,NA,NA,"P",NA,"E",NA,36,48,"-1",NA,"0",NA
"344",1979-01-28,1,28,1979,"control",17,26,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,42,"4881",NA,"0",NA
"345",1979-01-28,1,28,1979,"control",11,27,"DO","M",NA,NA,"S",NA,NA,NA,NA,34,52,"1577",NA,"0",NA
"346",1979-01-28,1,28,1979,"control",11,41,"DM","M",NA,NA,"S",NA,NA,NA,NA,39,50,"1566",NA,"0",NA
"347",1979-01-28,1,28,1979,"control",11,74,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,35,"1617",NA,"0",NA
"348",1979-01-28,1,28,1979,"control",11,77,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,43,"1423",NA,"0",NA
"349",1979-01-28,1,29,1979,"control",4,24,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,44,"1508",NA,"0",NA
"350",1979-01-28,1,29,1979,"exclosure",3,41,"OT","F","Z",NA,NA,NA,NA,NA,NA,NA,27,"1649",NA,"0",NA
"351",1979-01-28,1,29,1979,"removal",16,42,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,45,"4476",NA,"0",NA
"352",1979-01-28,1,29,1979,"control",4,45,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,126,"1580",NA,"0",NA
"353",1979-01-28,1,29,1979,"removal",16,56,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,42,"4879",NA,"0",NA
"354",1979-01-28,1,29,1979,"control",4,61,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,42,"1682",NA,"0",NA
"355",1979-01-28,1,29,1979,"control",4,65,"DM","M",NA,NA,NA,NA,NA,NA,NA,NA,44,"4641",NA,"0",NA
"356",1979-01-28,1,29,1979,"control",14,65,"DS","F","Z",NA,NA,NA,NA,NA,NA,NA,142,"4540",NA,"0",NA
"357",1979-01-28,1,29,1979,"control",14,71,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,48,"4426",NA,"0",NA
"358",1979-01-28,1,29,1979,"removal",16,71,"OT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"359",1979-01-28,1,29,1979,"removal",16,72,"OT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"360",1979-02-24,2,24,1979,"control",11,35,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,48,"1594",NA,"0",NA
"361",1979-02-24,2,24,1979,"control",11,36,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,36,"1601",NA,"0",NA
"362",1979-02-24,2,24,1979,"control",11,44,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,44,"1423",NA,"0",NA
"363",1979-02-24,2,24,1979,"control",17,54,"DO","F",NA,NA,NA,"P",NA,NA,NA,34,48,"0",NA,"0",NA
"364",1979-02-24,2,24,1979,"control",17,55,"DS","F","Z",NA,NA,NA,NA,NA,NA,50,125,"4880",NA,"0",NA
"365",1979-02-24,2,25,1979,"exclosure",3,21,"OT","M",NA,NA,"S",NA,NA,NA,NA,21,26,"1535",NA,"0",NA
"366",1979-02-24,2,25,1979,"control",14,31,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,43,"4426",NA,"1609",NA
"367",1979-02-24,2,25,1979,"exclosure",3,33,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,30,"1649",NA,"0",NA
"368",1979-02-24,2,25,1979,"exclosure",15,56,"PM","F",NA,NA,NA,NA,"P",NA,NA,19,24,"1607",NA,"0",NA
"369",1979-02-24,2,25,1979,"control",4,57,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,130,"1580",NA,"0",NA
"370",1979-02-24,2,25,1979,"control",14,62,"DS","F",NA,NA,NA,NA,NA,"E",NA,51,127,"4540",NA,"0",NA
"371",1979-02-24,2,25,1979,"removal",16,64,"OL","F","Z",NA,NA,NA,NA,NA,NA,22,35,"1565",NA,"0",NA
"372",1979-02-24,2,25,1979,"control",4,65,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,46,"4641",NA,"0",NA
"373",1979-02-24,2,25,1979,"removal",16,65,"OL","M",NA,NA,"S",NA,NA,NA,NA,21,34,"1464",NA,"0",NA
"374",1979-02-24,2,25,1979,"control",4,72,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,39,"1682",NA,"0",NA
"375",1979-02-24,2,25,1979,"control",14,72,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,40,"1608",NA,"0",NA
"376",1979-02-24,2,25,1979,"removal",16,72,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,44,"0",NA,"0",NA
"377",1979-03-31,3,31,1979,"control",4,14,"DM","F",NA,"J",NA,NA,NA,NA,NA,34,23,"1685",NA,"0",NA
"378",1979-03-31,3,31,1979,"control",17,16,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,23,"1506",NA,"0",NA
"379",1979-03-31,3,31,1979,"control",14,22,"DS","F","Z",NA,NA,NA,NA,NA,NA,NA,132,"4540",NA,"0",NA
"380",1979-03-31,3,31,1979,"control",14,24,"DS","F",NA,NA,NA,"S",NA,NA,NA,47,71,"1678",NA,"1679",NA
"381",1979-03-31,3,31,1979,"control",17,26,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,46,"4881",NA,"0",NA
"382",1979-03-31,3,31,1979,"control",17,31,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,71,"1653",NA,"1667",NA
"383",1979-03-31,3,31,1979,"control",14,33,"DS","F",NA,NA,NA,"S",NA,NA,NA,47,73,"1680",NA,"1681",NA
"384",1979-03-31,3,31,1979,"control",4,47,"DM","F",NA,NA,NA,NA,"P",NA,NA,37,49,"1618",NA,"0",NA
"385",1979-03-31,3,31,1979,"control",17,57,"DO","F","Z",NA,NA,NA,NA,NA,NA,35,49,"1652",NA,"0",NA
"386",1979-03-31,3,31,1979,"control",17,63,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,129,"4880",NA,"0",NA
"387",1979-03-31,3,31,1979,"control",17,66,"DO","F",NA,NA,NA,NA,NA,"R",NA,34,50,"0",NA,"0",NA
"388",1979-03-31,3,31,1979,"control",11,74,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,NA,"1656",NA,"1657",NA
"389",1979-03-31,3,31,1979,"control",11,76,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,46,"1423",NA,"1658",NA
"390",1979-03-31,3,31,1979,"control",4,77,"DS","M",NA,NA,"S",NA,NA,NA,NA,51,129,"1580",NA,"0",NA
"391",1979-04-28,4,28,1979,"control",11,12,"DM","M",NA,NA,"S",NA,NA,NA,NA,39,47,"1423",NA,"0",NA
"392",1979-04-28,4,28,1979,"control",11,44,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,46,"1706",NA,"1705",NA
"393",1979-04-28,4,28,1979,"control",17,52,"DS","M",NA,NA,"S",NA,NA,NA,NA,50,143,"4645",NA,"0",NA
"394",1979-04-28,4,28,1979,"control",17,63,"DS","F",NA,NA,NA,NA,NA,"E",NA,48,119,"4880",NA,"0",NA
"395",1979-04-28,4,28,1979,"control",17,76,"DO","F",NA,NA,NA,NA,"P",NA,NA,34,51,"4423",NA,"0",NA
"396",1979-04-28,4,29,1979,"control",4,11,"OT","M","Z",NA,NA,NA,NA,NA,NA,18,28,"1738",NA,"0",NA
"397",1979-04-28,4,29,1979,"exclosure",15,27,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,15,"110",NA,"0",NA
"398",1979-04-28,4,29,1979,"control",14,33,"DS","M","Z",NA,NA,NA,NA,NA,NA,46,67,"1723",NA,"1732",NA
"399",1979-04-28,4,29,1979,"exclosure",15,37,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,23,"1710",NA,"0",NA
"400",1979-04-28,4,29,1979,"exclosure",15,41,"PM","M","Z",NA,NA,NA,NA,NA,NA,22,18,"1741",NA,"0",NA
"401",1979-04-28,4,29,1979,"control",14,43,"DS","M","Z",NA,NA,NA,NA,NA,NA,47,61,"1722",NA,"1713",NA
"402",1979-04-28,4,29,1979,"control",14,53,"DM","F",NA,NA,NA,NA,"P",NA,NA,37,65,"4426",NA,"0",NA
"403",1979-04-28,4,29,1979,"control",4,57,"DM","F","Z",NA,NA,NA,NA,NA,NA,38,45,"1618",NA,"0",NA
